organization_code_iata,,organization_code_iata,organization_code_icao,period_start_date,period_end_date,accounting_period,passenger_load_factor_pct,continuous,type
FI,2416,FI,ICE,2020-10-01,2020-10-31,Month 10,36.0,45,Mainline
FI,2417,FI,ICE,2020-11-01,2020-11-30,Month 11,32.4,46,Mainline
FI,2418,FI,ICE,2020-12-01,2020-12-31,Month 12,40.3,47,Mainline
FI,2419,FI,ICE,2021-01-01,2021-01-31,Month 1,39.3805309734513,48,Mainline
FI,2420,FI,ICE,2021-02-01,2021-02-28,Month 2,25.5079006772009,49,Mainline
FI,2421,FI,ICE,2021-03-01,2021-03-31,Month 3,27.7258566978193,50,Mainline
FI,2422,FI,ICE,2021-04-01,2021-04-30,Month 4,33.1259720062208,51,Mainline
FI,2423,FI,ICE,2021-05-01,2021-05-31,Month 5,35.2529601722282,52,Mainline
FI,2424,FI,ICE,2021-06-01,2021-06-30,Month 6,53.2258064516129,53,Mainline
FI,2425,FI,ICE,2021-07-01,2021-07-31,Month 7,70.3625209146682,54,Mainline
FI,2426,FI,ICE,2021-08-01,2021-08-31,Month 8,71.7091595845137,55,Mainline
FI,2427,FI,ICE,2021-09-01,2021-09-30,Month 9,62.0461699895068,56,Mainline
FI,2428,FI,ICE,2021-10-01,2021-10-31,Month 10,68.9338937714941,57,Mainline
FI,2429,FI,ICE,2021-11-01,2021-11-30,Month 11,70.9338280766852,58,Mainline
FM,8653,FM,CSH,2017-02-01,2017-02-28,Month 2,0.0,1,Mainline
FM,8654,FM,CSH,2017-03-01,2017-03-31,Month 3,0.0,2,Mainline
FM,8655,FM,CSH,2017-04-01,2017-04-30,Month 4,0.0,3,Mainline
FM,8656,FM,CSH,2017-05-01,2017-05-31,Month 5,0.0,4,Mainline
FM,8657,FM,CSH,2017-06-01,2017-06-30,Month 6,0.0,5,Mainline
FM,8658,FM,CSH,2017-07-01,2017-07-31,Month 7,0.0,6,Mainline
FM,8659,FM,CSH,2017-08-01,2017-08-31,Month 8,0.0,7,Mainline
FM,8660,FM,CSH,2017-09-01,2017-09-30,Month 9,0.0,8,Mainline
FM,8033,FM,CSH,2017-10-01,2017-10-31,Month 10,0.0,9,Mainline
FM,8034,FM,CSH,2017-11-01,2017-11-30,Month 11,0.0,10,Mainline
FM,8035,FM,CSH,2017-12-01,2017-12-31,Month 12,0.0,11,Mainline
FM,1775,FM,CSH,2018-01-01,2018-12-31,Annual,81.1048371307027,12,Mainline
FM,8036,FM,CSH,2018-01-01,2018-01-31,Month 1,79.1230244142935,12,Mainline
FM,8037,FM,CSH,2018-02-01,2018-02-28,Month 2,82.0628178373245,13,Mainline
FM,8038,FM,CSH,2018-03-01,2018-03-31,Month 3,83.136355212251,14,Mainline
FM,8039,FM,CSH,2018-04-01,2018-04-30,Month 4,85.1141799461026,15,Mainline
FM,8040,FM,CSH,2018-05-01,2018-05-31,Month 5,80.4637144627373,16,Mainline
FM,8041,FM,CSH,2018-06-01,2018-06-30,Month 6,82.5880597902623,17,Mainline
FM,8042,FM,CSH,2018-07-01,2018-07-31,Month 7,81.8756229129817,18,Mainline
FM,8043,FM,CSH,2018-08-01,2018-08-31,Month 8,85.1219156197952,19,Mainline
FM,8044,FM,CSH,2018-09-01,2018-09-30,Month 9,78.6092909074892,20,Mainline
FM,8045,FM,CSH,2018-10-01,2018-10-31,Month 10,79.9357118976336,21,Mainline
FM,8055,FM,CSH,2018-11-01,2018-11-30,Month 11,79.8083503669151,22,Mainline
FM,8056,FM,CSH,2018-12-01,2018-12-31,Month 12,77.5494447882966,23,Mainline
FM,1776,FM,CSH,2019-01-01,2019-12-31,Annual,81.2622475634119,24,Mainline
FM,9188,FM,CSH,2019-01-01,2019-01-31,Month 1,78.1547529922387,24,Mainline
FM,9189,FM,CSH,2019-02-01,2019-02-28,Month 2,82.7684913030258,25,Mainline
FM,9190,FM,CSH,2019-03-01,2019-03-31,Month 3,81.5797193555535,26,Mainline
FM,9191,FM,CSH,2019-04-01,2019-04-30,Month 4,84.2640890365302,27,Mainline
FM,9192,FM,CSH,2019-05-01,2019-05-31,Month 5,81.0607066035303,28,Mainline
FM,9193,FM,CSH,2019-06-01,2019-06-30,Month 6,81.4687791784383,29,Mainline
FM,9194,FM,CSH,2019-07-01,2019-07-31,Month 7,80.0938856220044,30,Mainline
FM,9195,FM,CSH,2019-08-01,2019-08-31,Month 8,84.7666840431523,31,Mainline
FM,9196,FM,CSH,2019-09-01,2019-09-30,Month 9,77.2521293969952,32,Mainline
FM,9197,FM,CSH,2019-10-01,2019-10-31,Month 10,79.4565286800811,33,Mainline
FM,9198,FM,CSH,2019-11-01,2019-11-30,Month 11,81.2200553253429,34,Mainline
FM,9199,FM,CSH,2019-12-01,2019-12-31,Month 12,80.0492186878011,35,Mainline
FM,909,FM,CSH,2020-01-01,2020-01-31,Month 1,73.7415181946744,36,Mainline
FM,1777,FM,CSH,2020-01-01,2020-12-31,Annual,70.8031701833014,36,Mainline
FM,910,FM,CSH,2020-02-01,2020-02-29,Month 2,47.8682872342053,37,Mainline
FM,911,FM,CSH,2020-03-01,2020-03-31,Month 3,58.2402586218318,38,Mainline
FM,912,FM,CSH,2020-04-01,2020-04-30,Month 4,67.8907203944891,39,Mainline
FM,913,FM,CSH,2020-05-01,2020-05-31,Month 5,63.8784349727102,40,Mainline
FM,914,FM,CSH,2020-06-01,2020-06-30,Month 6,67.0890989458116,41,Mainline
FM,915,FM,CSH,2020-07-01,2020-07-31,Month 7,74.2104063284072,42,Mainline
FM,916,FM,CSH,2020-08-01,2020-08-31,Month 8,71.4982675961651,43,Mainline
FM,917,FM,CSH,2020-09-01,2020-09-30,Month 9,76.7488298935767,44,Mainline
FM,918,FM,CSH,2020-10-01,2020-10-31,Month 10,75.9815442049781,45,Mainline
FM,919,FM,CSH,2020-11-01,2020-11-30,Month 11,66.8347846935133,46,Mainline
FM,869,FM,CSH,2020-12-01,2020-12-31,Month 12,67.678523065812,47,Mainline
FR,4041,FR,RYR,2017-02-01,2017-02-28,Month 2,95.0,1,Low-cost
FR,4042,FR,RYR,2017-03-01,2017-03-31,Month 3,94.0,2,Low-cost
FR,4043,FR,RYR,2017-04-01,2017-04-30,Month 4,96.0,3,Low-cost
FR,3817,FR,RYR,2017-04-01,2018-03-31,Annual,95.0001464171718,3,Low-cost
FR,4044,FR,RYR,2017-05-01,2017-05-31,Month 5,95.0,4,Low-cost
FR,4045,FR,RYR,2017-06-01,2017-06-30,Month 6,96.0,5,Low-cost
FR,4046,FR,RYR,2017-07-01,2017-07-31,Month 7,97.0,6,Low-cost
FR,4047,FR,RYR,2017-08-01,2017-08-31,Month 8,97.0,7,Low-cost
FR,4048,FR,RYR,2017-09-01,2017-09-30,Month 9,97.0,8,Low-cost
FR,4049,FR,RYR,2017-10-01,2017-10-31,Month 10,96.0,9,Low-cost
FR,4050,FR,RYR,2017-11-01,2017-11-30,Month 11,96.0,10,Low-cost
FR,4051,FR,RYR,2017-12-01,2017-12-31,Month 12,95.0,11,Low-cost
FR,4052,FR,RYR,2018-01-01,2018-01-31,Month 1,91.0,12,Low-cost
FR,4053,FR,RYR,2018-02-01,2018-02-28,Month 2,95.0,13,Low-cost
FR,4054,FR,RYR,2018-03-01,2018-03-31,Month 3,95.0,14,Low-cost
FR,4055,FR,RYR,2018-04-01,2018-04-30,Month 4,96.0,15,Low-cost
FR,3818,FR,RYR,2018-04-01,2019-03-31,Annual,96.0,15,Low-cost
FR,4056,FR,RYR,2018-05-01,2018-05-31,Month 5,96.0,16,Low-cost
FR,4057,FR,RYR,2018-06-01,2018-06-30,Month 6,96.0,17,Low-cost
FR,4058,FR,RYR,2018-07-01,2018-07-31,Month 7,97.0,18,Low-cost
FR,4059,FR,RYR,2018-08-01,2018-08-31,Month 8,97.0,19,Low-cost
FR,4060,FR,RYR,2018-09-01,2018-09-30,Month 9,97.0,20,Low-cost
FR,4061,FR,RYR,2018-10-01,2018-10-31,Month 10,96.0,21,Low-cost
FR,4062,FR,RYR,2018-11-01,2018-11-30,Month 11,96.0,22,Low-cost
FR,4063,FR,RYR,2018-12-01,2018-12-31,Month 12,95.0,23,Low-cost
FR,5519,FR,RYR,2019-01-01,2019-01-31,Month 1,91.0,24,Low-cost
